Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
294	NCT02439671	Transition Support Program for Young Adults With Autism Spectrum Disorders		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: McGill Transition Support Program	Change in Social problem-solving task (Channon & Crawford, 2010)|Change in Arc's Self-Determination Scale (SDS; Wehmeyer & Kelchner, 1995)|Change in Quality of Life Questionnaire (Shalock & Keith, 1993)|Curriculum-specific workbook questions|Participant Program Evaluation Survey (Flanagan & Nadig, 2012)|Parent Program Evaluation Survey (Flanagan & Nadig, 2012)|Questionnaire on vocational, educational and living situation outcomes|Communication task (Nadig, Vivanti, & Ozonoff, 2009)	McGill University	All	18 Years to 30 Years   (Adult)	Not Applicable	34	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	Max Bell / McGill x-209094	May 2012	July 2015	July 2016	May 12, 2015		May 9, 2017	McGill University, Montreal, Quebec, Canada		https://ClinicalTrials.gov/show/NCT02439671
295	NCT03805828	Effectiveness of Educational Program on Parenting Stress and Coping Mechanism Among Parents of Children With Autism Spectrum Disorder in Amman, Jordan		Unknown status	No Results Available	Autism Spectrum Disorder	Other: Educational program on parenting stress and coping mechanism	parenting stress|coping mechanism	Universiti Putra Malaysia	All	20 Years and older   (Adult, Older Adult)	Not Applicable	200	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	University Putra Malaysia	March 1, 2019	August 1, 2019	August 1, 2019	January 16, 2019		January 16, 2019	Centers for the treatment of Autistic Disorder, Amman, Jordan|Ministry of Social Development, Amman, Jordan		https://ClinicalTrials.gov/show/NCT03805828
296	NCT05171244	Use of Immersive Virtual Reality to Train the Multisensory Processing Capacities of Children Aged 8 to 16 Years-old With an Autism Spectrum Disorder: Single-center Randomized Pilot Study in Parallel Groups - SEVIRE. (Sensory Virtual Reality)	SEVIRE	Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: virtual reality training|Behavioral: usual care	Vineland Adaptive Behavior Scales II (VABS II) score|Measures of autistic behaviour by Autism Behavior Rating Scale (ECA2)|Measures of autistic behaviour by Autism Behavior Rating Scale for Parents (ECA2P)|Measures of autistic behaviour by Dunn sensory profile|Measures of autistic behaviour by Vineland Adaptive Behavior Scales II (VABS II)|Cognitive rigidity measure|Cognitive rigidity measure by rating scale of repeated en restricted behaviours (EC2R)	University Hospital, Tours	All	8 Years to 16 Years   (Child)	Not Applicable	50	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other	DR200078	March 3, 2022	July 2024	November 2024	December 28, 2021		May 25, 2022	Le Centre universitaire de pédopsychiatrie, Tours, France|Pedopsychiatry, University Hospital, Tours, Tours, France		https://ClinicalTrials.gov/show/NCT05171244
297	NCT02360449	Social Motivation Intervention for Children With Autism Spectrum Disorder: Improving Peer Initiation		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Social Initiation Motivation Intervention	Initiation Frequency (observational rating of the frequency of child initiations to peers measured from video recording during free play sessions)	Stanford University	All	4 Years to 6 Years   (Child)	Not Applicable	44	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	31420	January 2015	July 19, 2017	November 5, 2020	February 10, 2015		January 8, 2021	Stanford University, Stanford, California, United States		https://ClinicalTrials.gov/show/NCT02360449
298	NCT02496819	Metacognitive Self-regulated Learning and Sensory Integrative Approaches for Children With Autism Spectrum Disorders		Completed	No Results Available	Autism Spectrum Disorder	Other: Meta-cognitive self-regulated learning intervention|Other: Sensory integration intervention|Other: Activity-based intervention	Adaptive behaviour on the Vineland Adaptive Behaviour Scales - change from baseline after the intervention|Adaptive behaviour on the Vineland Adaptive Behaviour Scales - change from baseline at one month after the intervention completed|Executive function behaviours on the Behaviour Rating Inventory of Executive Function - change from baseline after the intervention|Executive function behaviours on the Behaviour Rating Inventory of Executive Function - change from baseline at one month after the intervention completed|School-related task performance on the School Function Assessment - change from baseline after the intervention|School-related task performance on the School Function Assessment - change from baseline at one month after the intervention completed|Social skills on the Walker Mc-Connell scale - change from baseline after the intervention|Social skills on the Walker Mc-Connell scale - change from baseline at one month after the intervention completed|Sensory processing difficulties on the Sensory Processing Measures - change from baseline after the intervention|Sensory processing difficulties on the Sensory Processing Measures - change from baseline at one month after the intervention completed|Sensory processing patterns and effects on functional performance on the Sensory Profile - change from baseline after the intervention|Sensory processing patterns and effects on functional performance on the Sensory Profile - change from baseline at one month after the intervention completed	University of Western Sydney|National University of Malaysia	All	6 Years to 12 Years   (Child)	Not Applicable	60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	SR-Autism	June 2015	December 2016	March 2017	July 14, 2015		November 6, 2017	National University of Malaysia, Bangi, Selango, Malaysia		https://ClinicalTrials.gov/show/NCT02496819
299	NCT03708614	A Study Looking at How Well Children With Autism Spectrum Disorder on Medications Like Having More Protein		Unknown status	No Results Available	Autism Spectrum Disorder	Other: Controlled energy diet with elevated protein intake	Caloric and protein intake|Pre- (at time of study enrolment) and post-intervention anthropometric measurements|Post-intervention interview with participants and family|Study feasibility (designs, methods, processes)	Holland Bloorview Kids Rehabilitation Hospital	All	6 Years to 17 Years   (Child)	Not Applicable	10	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	REB 18-781	December 7, 2018	April 2020	June 2020	October 17, 2018		August 26, 2019	Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT03708614
300	NCT02311751	rTMS for Executive Function Deficits in Autism Spectrum Disorder		Completed	No Results Available	Autism Spectrum Disorder	Device: Repetitive Transcranial Magnetic Stimulation	Change in accuracy on the Cambridge Neuropsychological Test Automated Battery (CANTAB) Spatial Working Memory Task|Change in scores on Behaviour Rating Inventory of Executive Functioning (A) (BRIEF) (A)	Centre for Addiction and Mental Health|Academic Health Science Centres	All	16 Years to 35 Years   (Child, Adult)	Not Applicable	40	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	119/2013	October 2014	May 4, 2018	May 4, 2018	December 8, 2014		March 6, 2019	Centre for Addictions and Mental Health, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT02311751
301	NCT05236803	Better Understand Motor Deficits Associated With Autism Spectrum Disorders: Development of an Assessment Protocol	MOTRICITE TSA	Recruiting	No Results Available	Autism Spectrum Disorder	Behavioral: Testing of general motor skills, fine motor skills and occulomotricity|Behavioral: Questionnaires	Measurement performance of fine motor skills (graphics, pointing task)|Measurement performance of general motor skills with biomechanical analysis|Measurement of oculomotricity with eye-tracking system (visual orientation and control)|Motor performance : success, error rate (%)|Motor performance : task duration (ms), reaction time (ms) and latency (ms)|IQ as assessed using WISC IV|Score of socio-communicative skills as assessed using Social Responsiveness Scale|ADHD as assessed using Conners-3|Developmental Coordination Disorder as assessed using Developmental Coordination Disorder Questionnaire|ASD Clinical Assessment as assessed using Childhood Autism Rating Scale	Centre Hospitalier Charles Perrens, Bordeaux	All	6 Years to 11 Years   (Child)	Not Applicable	110	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	2021-A02426-35	February 7, 2022	January 31, 2024	March 31, 2024	February 11, 2022		April 6, 2022	Centre Hospitalier Charles Perrens, Bordeaux, France|Centre Hospitalier La Rochelle Re Aunis, La Rochelle, France|CHU de LIMOGES, Limoges, France|Centre Hospitalier Henri Laborit, Poitiers, France		https://ClinicalTrials.gov/show/NCT05236803
302	NCT02428452	Social ABCs for Toddlers With Signs of Autism Spectrum Disorder: Trial of a Parent-Mediated Intervention		Completed	No Results Available	Autism Spectrum Disorder	Behavioral: Social ABCs parent-mediated intervention program	Change from Baseline in Child Vocal Responsivity at 12 and 24 weeks|Change from Baseline in Child Vocal Initiations at 12 and 24 weeks|Change from Baseline in Parent-Child Shared Smiling at 12 and 24 weeks|Change from Baseline in Parent Fidelity of Implementation at 12 and 24 weeks	Jessica Brian|IWK Health Centre|Holland Bloorview Kids Rehabilitation Hospital	All	12 Months to 30 Months   (Child)	Not Applicable	63	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	11-192|1005465	May 2011	March 2015	March 2015	April 28, 2015		July 13, 2017	IWK Health Centre, Halifax, Nova Scotia, Canada|Holland Bloorview Kids Rehabilitation Hospital, Toronto, Ontario, Canada		https://ClinicalTrials.gov/show/NCT02428452
303	NCT02879110	A 12-weeks Study to Evaluate Sulforaphane in Treatment of Autism Spectrum Disorder		Completed	No Results Available	Autism Spectrum Disorder	Dietary Supplement: Sulforaphane|Other: Placebo	The change of social impairments of children with autism spectrum disorder|The change of rigid interests and behaviors of children with autism spectrum disorder|The change of clinical symptoms of children with autism spectrum|The change of other behavioral problems of children with autism spectrum|The change of adaptive behaviors of children with autism spectrum|The change of clinical general impression of children with autism spectrum|The change of heart rate as measured by stopwatch|The change of weight as measured by weighing-machine|The change of height as measured by Height measurement tools|The change of blood routine test as tested by clinical laboratory|The change of fasting blood-glucose as tested by clinical laboratory|The change of blood lipid as tested by clinical laboratory|The change of liver function as tested by clinical laboratory|The change of kidney function as tested by clinical laboratory|The change of thyroid function as tested by clinical laboratory|The change of HBV test as tested by clinical laboratory|The change of helicobacter pylori test as tested by clinical laboratory|The change of urine routine test as tested by clinical laboratory|Number of participants with treatment-related adverse events as assessed by Systematic Assessment for Treatment Emergent Effects	Central South University|Davis family funding|University of California|University of Illinois at Chicago	All	3 Years to 15 Years   (Child)	Not Applicable	110	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	ASD201512	August 2016	July 2019	July 2019	August 25, 2016		July 30, 2019	Guangzhou Huiai Hospital, Guangzhou, Guangdong, China|The second Xiangya hospital of central south university, Changsha, Hunan, China		https://ClinicalTrials.gov/show/NCT02879110
304	NCT01695200	Omega-3 Fatty Acids in Autism Spectrum Disorders		Completed	No Results Available	Autism Spectrum Disorders	Dietary Supplement: Omega-3 fatty acids	Change from baseline in parent rated Social Responsiveness Scale (SRS) scores during treatment|Change from baseline in parent rated Child Behavior Checklist (CBCL) scores during treatment|Change from baseline in teacher rated Teacher Report (TRF) scores during treatment|Change from baseline in teacher rated Social Responsiveness Scale (SRS) scores during treatment|Change from baseline in clinician rated Clinical Global Impression (Severity and Improvements) scores during treatment|Change from baseline in clinician rated Global Assessment of Functioning (GAF) scores during treatment|Children's Yale-Brown Obsessive Compulsive Scale modified for Pervasive Developmental Disorders (CYBOCS-PDD)	National Healthcare Group, Singapore	All	5 Years to 18 Years   (Child, Adult)	Phase 4	60	Other	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	DSRB: 2011/00028	September 2011	January 2013	January 2013	September 27, 2012		May 1, 2013	Institute of Mental Health, Singapore, Singapore		https://ClinicalTrials.gov/show/NCT01695200
