Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
131	NCT01050582	A Study to Evaluate the Safety and the Effects of Risperidone Compared With Other Atypical Antipsychotic Drugs on the Growth and Sexual Maturation in Children		Completed	Has Results	Schizophrenia|Bipolar Disorder|Autistic Disorder|Conduct and Other Disruptive Behavior Disorders	Drug: Risperidone|Drug: Other atypical antipsychotic drugs	Height (cm) Z-score at Study Visit|Age (Years) at Current Tanner Stage|Number of Participants With Retrospectively Reported Potentially Prolactin-Related Adverse Events	Johnson & Johnson Pharmaceutical Research & Development, L.L.C.	All	8 Years to 16 Years   (Child)	Phase 4	244	Industry	Interventional	Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CR016687|RISNAP4022	October 2009	July 2011	July 2011	January 15, 2010	November 27, 2012	November 27, 2012	San Francisco, California, United States|Aurora, Colorado, United States|Altamonte Springs, Florida, United States|Gainesville, Florida, United States|Smyrna, Georgia, United States|Naperville, Illinois, United States|Indianapolis, Indiana, United States|Valparaiso, Indiana, United States|Boston, Massachusetts, United States|Cambridge, Massachusetts, United States|Glen Oaks, New York, United States|Cleveland, Ohio, United States|Columbus, Ohio, United States|Antwerpen, Belgium|Freiburg, Germany|Jena, Germany|Mannheim, Germany|München, Germany|Tübingen, Germany|Ulm, Germany|Würzburg, Germany|Athens, Greece|Nijmegen, Netherlands|Gdansk, Poland|Kielce, Poland|Lódź, Poland|Sosnowiec, Poland|Warszawa N/A, Poland|Warszawa, Poland		https://ClinicalTrials.gov/show/NCT01050582
132	NCT00198055	A Study of Aripiprazole in Children and Adolescents With Aspergers and Pervasive Developmental Disorder.		Completed	No Results Available	Asperger's Disorder|Pervasive Developmental Disorder	Drug: aripiprazole	The Clinical Global Impression(CGI)Improvement Scale.|The Irritability subscale of the Aberrant Behavior Checklist (ABC)|The Clinical Global Impression Severity Scale.|The Compulsion subscale of the Children's Yale-Brown Obsessive-Compulsive(CY-BOCS).|The Vineland Maladaptive Behavior Subscale.	Indiana University School of Medicine|Bristol-Myers Squibb|Indiana University	All	4 Years to 17 Years   (Child)	Phase 2	25	Other|Industry	Interventional	Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	0302-24	January 2005	September 2007	September 2007	September 20, 2005		June 4, 2014	Riley Hospital, Riley Child and Adolescent Psychiatry Clinic, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT00198055
133	NCT03292848	Trial to Assess the Pharmacokinetics, Safety, Tolerability of Oral Brexpiprazole in Children (6 to <13 Years Old) With Central Nervous System Disorders		Completed	No Results Available	ADHD|Autism|Bipolar I Disorder|Conduct Disorder|Oppositional Defiant Disorder	Drug: Brexpiprazole	Maximum Plasma Concentration (Cmax) [PK]|Area under concentration-time curve (AUC) calculated from time zero to time t (AUCt) [PK]|AUC from time zero to infinity [PK]|Time of maximum plasma concentration (tmax) [PK]|Terminal-phase elimination half-life (t½,z) [PK]|Apparent clearance of drug from plasma after extravascular administration (CL/F) [PK]|Treatment-Emergent Adverse Events (TEAES) [Safety]|Clinical laboratory tests [Safety]|Vital signs observed and change from baseline data (systolic and diastolic blood pressure) [Safety]|Vital signs observed and change from baseline data (heart rate) [Safety]|Vital signs observed and change from baseline data (respiratory rate) [Safety]|Vital signs observed and change from baseline data (body temperature) [Safety]|12-lead electrocardiogram (ECGs) [Safety]|Physical examinations (height) [Safety]|Physical examinations (weight) [Safety]|Physical examinations- Body Mass Index (BMI) [Safety]|Physical examinations- review of body systems [Safety]|Simpson-Angus Scale (SAS) rating scale [Safety]|Abnormal Involuntary Movement Scale (AIMS) [Safety]|Barnes Akathisia Rating Scale (BARS) [Safety]|Columbia-Suicide Severity Rating Scale (C-SSRS) [Safety]	Otsuka Pharmaceutical Development & Commercialization, Inc.|H. Lundbeck A/S	All	6 Years to 12 Years   (Child)	Phase 1	24	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	331-201-00103	October 10, 2017	May 21, 2018	May 21, 2018	September 26, 2017		June 12, 2018	Woodland International Research Group, Little Rock, Arkansas, United States|Woodland Research Northwest, LLC, Rogers, Arkansas, United States|Alliance for Wellness dba Alliance for Research, Long Beach, California, United States|New Hope Clinical Research, Charlotte, North Carolina, United States|IPS Research Company, Oklahoma City, Oklahoma, United States|Cutting Edge Research Group, Oklahoma City, Oklahoma, United States|Clinical Trials of Texas, Inc., San Antonio, Texas, United States|Road Runner Research Ltd., San Antonio, Texas, United States|Aspen Clinical Research, Orem, Utah, United States		https://ClinicalTrials.gov/show/NCT03292848
134	NCT05565482	Work Chat: An Interactive Virtual Workday		Enrolling by invitation	No Results Available	Autism|Autism Spectrum Disorder	Behavioral: Work Chat: An Interactive Virtual Workday	Change in Social Cognition - Hinting Task|Change in Emotion Recognition Ability - MiniPONs|Change in Emotion Regulation - Emotion Dysregulation Inventory Short Form (Reactivity Index Short Form)|Greater Gains/Change in Workplace Functioning - Workplace Behavior Inventory (WBI)|Greater sustained employment by 9 Months|Change in Social Competence|Change in Perceived Social Self-Efficacy Scale (PSSE)|Change in Perceived Empathy Self-Efficacy Scale (PESE)|Change in Anxiety	University of Michigan|SIMmersion, LLC|Michigan Career and Technical Institute (MCTI)|National Institute of Mental Health (NIMH)|Michigan State University|University of Pittsburgh	All	18 Years and older   (Adult, Older Adult)	Not Applicable	725	Other|Industry|NIH	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Other	HUM00216949|R44MH123359-01	October 13, 2022	October 10, 2024	January 10, 2025	October 4, 2022		November 3, 2022	Michigan Career and Technical Institute, Plainwell, Michigan, United States		https://ClinicalTrials.gov/show/NCT05565482
135	NCT00485849	A Study of Atomoxetine for Attention Deficit and Hyperactive/Impulsive Behaviour Problems in Children With ASD		Completed	No Results Available	Attention Deficit Hyperactivity Disorder	Drug: Atomoxetine Hydrochloride	Test whether atomoxetine is effective in reducing symptoms of inattention and overactivity/impulsivity as measured by the AHDHRS-IV-Parent:Inv scale in pediatric outpatients with ASD accompanied by ADHD behavior problems|To assess whether atomoxetine will be effective in reducing symptoms of inattention and overactivity/impulsivity|To assess whether atomoxetine will be effective for improving social functioning and personal sufficiency in children and adolescents with ASD+ADHD|To assess whether atomoxetine has a positive or negative effect on frequently associated symptoms as impulsive aggression, agitation, self-injurious behavior, troublesome repetitive behavior and poor motor coordination|To assess whether atomoxetine has a positive or negative effect on neuropsychological functioning|To assess the overall influence on functioning and burden on the family|To monitor clinical safety and side effects as assessed by adverse events elicited during open-ended questioning	Eli Lilly and Company	All	6 Years to 17 Years   (Child)	Phase 4	12	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	6639|B4Z-UT-S003	February 2004		October 2004	June 13, 2007		June 13, 2007	For additional information regarding investigative sites for this trial, contact 1-877-CTLILLY (1-877-285-4559, 1-317-615-4559) Mon - Fri from 9 AM to 5 PM Eastern Time (UTC/GMT - 5 hours, EST), or speak with your personal physician, Groningen, Netherlands		https://ClinicalTrials.gov/show/NCT00485849
136	NCT01894958	A Safety Study of NNZ-2566 in Patients With Fragile X Syndrome		Completed	No Results Available	Fragile X Syndrome	Drug: NNZ-2566|Drug: Placebo	Adverse events|Physiological changes|Behavior|Global and Functional outcome Measures	Neuren Pharmaceuticals Limited	Male	12 Years to 45 Years   (Child, Adult)	Phase 2	72	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	Neu-2566-FXS-001	January 2014	September 2015	October 2015	July 10, 2013		February 5, 2018	UC Davis MIND Institute, Sacramento, California, United States|Children's Hospital Colorado, Denver, Colorado, United States|Children's National Hospital, Washington, District of Columbia, United States|Emory University, Atlanta, Georgia, United States|Rush University Medical Center, Chicago, Illinois, United States|Kennedy Krieger Institute, Baltimore, Maryland, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|University of Nebraska, Omaha, Nebraska, United States|Mount Sinai School of Medicine, New York, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Autism & Developmental Medicine Institute Geisinger Health System, Lewisburg, Pennsylvania, United States|Suburban Research Associates, Media, Pennsylvania, United States|Greenwood Genetic Center, Greenwood, South Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Texas Children's Hospital, Houston, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT01894958
137	NCT01854346	Social Skills Group Training ("KONTAKT") for Children and Adolescent With High-functioning Autism Spectrum Disorders	KONTAKT-RCT	Completed	No Results Available	Autism Spectrum Disorder (ASD)|Attention Deficit Hyperactivity Disorder (ADHD)|Anxiety|Depression	Behavioral: Social skills group training, KONTAKT	Social Responsiveness Scale (SRS)|Adaptive Behavior Assessment System II (ABAS II)|Developmental Disabilities Modification of the Children's Global Assessment Scale (DD-CGAS)|Clinical Global Impression-Improvement/Severity (CGI)|Samples With DNA	Karolinska Institutet|Child and Adolescent Psychiatry, Stockholm|Region Stockholm|Stiftelsen Sunnerdahls Handikappfond|The Swedish Research Council|The Pediatric Research Foundation at Astrid Lindgren Children's Hospital|Majblomman	All	8 Years to 17 Years   (Child)	Not Applicable	296	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	KONTAKT	August 2012	March 2016	March 2016	May 15, 2013		August 22, 2017	Child & Adolescent Psychiatry Research Center, KIND, Stockholm, Sweden		https://ClinicalTrials.gov/show/NCT01854346
138	NCT01282268	Efficacy and Safety Study of STX209 (Arbaclofen) for Social Withdrawal in Adolescents and Adults With Fragile X Syndrome	Harbor-A	Completed	No Results Available	Fragile X Syndrome	Drug: arbaclofen|Drug: placebo	Aberrant Behavior Checklist - FXS Social Avoidance Subscale	Seaside Therapeutics, Inc.	All	12 Years to 50 Years   (Child, Adult)	Phase 3	125	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	209FX301	May 2011	December 2012		January 24, 2011		July 31, 2013	Southwest Autism Research & Resource Center, Phoenix, Arizona, United States|Miller Children's Hospital Research Administration, Long Beach, California, United States|University of California-Davis, M.I.N.D. Institute, Sacramento, California, United States|Psychiatric Centers at San Diego, San Diego, California, United States|University of Colorado Denver, Children's Hospital, Aurora, Colorado, United States|University of Miami, Mailman Center for Child Development, Miami, Florida, United States|Lake Mary Pediatrics, Orange City, Florida, United States|Emory University School of Medicine, Decatur, Georgia, United States|Rush University Medical Center, Chicago, Illinois, United States|Riley Hospital for Children, Indianapolis, Indiana, United States|Kennedy Krieger Institute, Baltimore, Maryland, United States|University of Massachusetts, Worcester, Massachusetts, United States|University of Missouri, Thompson Research Center for Autism & Neurodevelpmental Disorders, Columbia, Missouri, United States|Seaver Autism Center, Mount Sinai Medical Center, New York, New York, United States|New York State Institute for Basic Research in Developmental Disabilities, Staten Island, New York, United States|Duke University Clinical Research Unit, Durham, North Carolina, United States|Akron Children's Hospital, Akron, Ohio, United States|University of Oklahoma, Physician's Child Study Center, Oklahoma City, Oklahoma, United States|Suburban Research Associates/Elwyn Genetics, Media, Pennsylvania, United States|Vanderbilt Kennedy Center, Nashville, Tennessee, United States|Texas Children's Hospital, Houston, Texas, United States|Red Oaks Psychiatry Associates, P.A., Houston, Texas, United States|Road Runner Research, San Antonio, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT01282268
139	NCT01903681	Assessment of the Pharmacokinetics of Circadin® in Children With Neurodevelopmental Disorders and Sleep Disturbances		Completed	No Results Available	Sleep Problems	Drug: Circadin 2 mg|Drug: Circadin 10 mg	baseline profile of endogenous saliva melatonin concentrations and urine 6-SMT excretion|concentration-time profile of saliva melatonin concentrations and 24 hour 6-SMT urine excretion after 2 and 10 mg Circadin® mini-tablets single dose administration|adverse event profile after a single dose of 2 or 10 mg Circadin® mini-tablets	Neurim Pharmaceuticals Ltd.	All	2 Years to 17 Years   (Child)	Phase 1	16	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	CHDR1219	March 2013	February 2014	April 2014	July 19, 2013		April 4, 2014	Centre for Human Drug Research, Leiden, Netherlands		https://ClinicalTrials.gov/show/NCT01903681
140	NCT00870727	Study of Aripiprazole in the Treatment of Pervasive Developmental Disorders		Completed	Has Results	Pervasive Developmental Disorder	Drug: Aripiprazole oral product|Drug: Placebo oral capsule	Number of Participants Improved as Measured by the Clinical Global Impression-Global Improvement Scale (Improvement Defined as CGI-I=1 or CGI-I=2)|Mean Post-baseline Aberrant Behavior Checklist Irritability Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Hyperactivity Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Inappropriate Speech Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Social Withdrawal Subscale Score, Parent Report, Double-blind Phase|Mean Post-baseline Aberrant Behavior Checklist Stereotypy Subscale Score, Parent Report, Double-blind Phase	Indiana University|National Institute of Mental Health (NIMH)|Bristol-Myers Squibb	All	5 Years to 17 Years   (Child)	Phase 3	33	Other|NIH|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	0805-26|MH 082119	February 2009	March 2015	May 2015	March 27, 2009	November 28, 2018	January 2, 2019	Riley Hospital for Children, Christian Sarkine Autism Treatment Center, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT00870727
